"row_num","treat","rep","inv_sp","res_sp","res_div","inv_t0","res_t0","inv_count","res_count","inv_m","res_m","rel_fit","res_sp2"
382,"64","d","v","pos",3,26666.66667,2666666.667,41333333.3333333,265333333.333333,7.34601020978829,4.60015764403955,1.59690401464971,"Pc Od Sr"
383,"64","e","v","pos",3,26666.66667,2666666.667,39333333.3333333,276666666.666667,7.29641326864892,4.64198415898581,1.57183071263282,"Pc Od Sr"
384,"64","f","v","pos",3,26666.66667,2666666.667,56666666.6666667,244666666.666667,7.66152708123352,4.51906748680968,1.69537788572445,"Pc Od Sr"
385,"65","a","v","pas",3,26666.66667,2666666.667,14666666.6666667,597333333.333333,6.30991827810152,5.41164605173004,1.16598872464771,"Pc Aa Sr"
386,"65","b","v","pas",3,26666.66667,2666666.667,3.2e+07,370666666.666667,7.09007683565109,4.93447393300569,1.43684553448079,"Pc Aa Sr"
387,"65","c","v","pas",3,26666.66667,2666666.667,14666666.6666667,337333333.333333,6.30991827810152,4.84024230804258,1.30363685876158,"Pc Aa Sr"
388,"65","d","v","pas",3,26666.66667,2666666.667,21333333.3333333,550666666.666667,6.68461172754293,5.33030041227609,1.25407785875403,"Pc Aa Sr"
389,"65","e","v","pas",3,26666.66667,2666666.667,14666666.6666667,449333333.333333,6.30991827810152,5.12693574966742,1.23073870752346,"Pc Aa Sr"
390,"65","f","v","pas",3,26666.66667,2666666.667,5333333.33333333,370666666.666667,5.29831736642304,4.93447393300569,1.07373499958804,"Pc Aa Sr"
391,"66","a","v","apo",3,26666.66667,2666666.667,35333333.3333333,1.9e+08,7.18916773829532,4.26619481902376,1.68514754793604,"Aa Pc Od"
392,"66","b","v","apo",3,26666.66667,2666666.667,54666666.6666667,218666666.666667,7.62559507200745,4.40671924713925,1.73044722033468,"Aa Pc Od"
393,"66","c","v","apo",3,26666.66667,2666666.667,45333333.3333333,198666666.666667,7.43838352991931,4.31079912526051,1.72552311387736,"Aa Pc Od"
394,"66","d","v","apo",3,26666.66667,2666666.667,71333333.3333333,2.1e+08,7.89170465920511,4.36627827758074,1.80742136838281,"Aa Pc Od"
395,"66","e","v","apo",3,26666.66667,2666666.667,8.4e+07,2.4e+08,8.05515773169468,4.49980967020527,1.79011076513537,"Aa Pc Od"
396,"66","f","v","apo",3,26666.66667,2666666.667,101333333.333333,213333333.333333,8.24275634558948,4.38202663454888,1.88103748174457,"Aa Pc Od"
397,"67","a","s","apo",3,26666.66667,2666666.667,2e+08,257333333.333333,8.9226582993994,4.56954300821994,1.95263690118439,"Aa Pc Od"
398,"67","b","s","apo",3,26666.66667,2666666.667,397333333.333333,158666666.666667,9.60911649180855,4.08597631242658,2.35173083666309,"Aa Pc Od"
399,"67","c","s","apo",3,26666.66667,2666666.667,202666666.666667,261333333.333333,8.93590352614942,4.58496747854557,1.94895679586893,"Aa Pc Od"
400,"67","d","s","apo",3,26666.66667,2666666.667,2.68e+08,190666666.666667,9.21532791336222,4.26969744957496,2.15830934678512,"Aa Pc Od"
401,"67","e","s","apo",3,26666.66667,2666666.667,2.32e+08,171333333.333333,9.07107830451768,4.16278172365033,2.17909054730914,"Aa Pc Od"
402,"67","f","s","apo",3,26666.66667,2666666.667,265333333.333333,2.48e+08,9.20532783002764,4.53259949302826,2.03091577894466,"Aa Pc Od"
403,"68","a","s","avo",3,26666.66667,2666666.667,1.72e+08,318666666.666667,8.77183540966482,4.78331637124657,1.83383968963333,"Aa Vg Od"
404,"68","b","s","avo",3,26666.66667,2666666.667,2.08e+08,418666666.666667,8.96187901255268,5.05624580522331,1.77243736910391,"Aa Vg Od"
405,"68","c","s","avo",3,26666.66667,2666666.667,5333333.33333333,4.56e+08,5.29831736642304,5.14166355637766,1.03046753416043,"Aa Vg Od"
406,"68","d","s","avo",3,26666.66667,2666666.667,4e+06,2.56e+08,5.01063529397126,4.56434819134284,1.09777674356108,"Aa Vg Od"
407,"68","e","s","avo",3,26666.66667,2666666.667,5.2e+07,322666666.666667,7.57558465143279,4.79579054547174,1.57963209185309,"Aa Vg Od"
408,"68","f","s","avo",3,26666.66667,2666666.667,5333333.33333333,418666666.666667,5.29831736642304,5.05624580522331,1.04787575021564,"Aa Vg Od"
409,"69","a","s","pvo",3,26666.66667,2666666.667,349333333.333333,150666666.666667,9.48036750906424,4.0342406380274,2.34997571034826,"Pc Vg Od"
410,"69","b","s","pvo",3,26666.66667,2666666.667,165333333.333333,1.56e+08,8.73230457090818,4.06902675411281,2.14604255479075,"Pc Vg Od"
411,"69","c","s","pvo",3,26666.66667,2666666.667,1.16e+08,1.88e+08,8.37793112395773,4.25561270969322,1.96867800137801,"Pc Vg Od"
412,"69","d","s","pvo",3,26666.66667,2666666.667,2.84e+08,170666666.666667,9.27331517101257,4.15888308323467,2.22976096837039,"Pc Vg Od"
413,"69","e","s","pvo",3,26666.66667,2666666.667,122666666.666667,2.24e+08,8.43381158235219,4.43081679871831,1.90344398459259,"Pc Vg Od"
414,"69","f","s","pvo",3,26666.66667,2666666.667,1.84e+08,126666666.666667,8.83927669046035,3.8607297109156,2.28953523098722,"Pc Vg Od"
415,"70","a","s","pva",3,26666.66667,2666666.667,234666666.666667,168666666.666667,9.0825070003413,4.14709512748263,2.19008889864906,"Pc Vg Aa"
416,"70","b","s","pva",3,26666.66667,2666666.667,313333333.333333,164666666.666667,9.3716085194473,4.12309397538309,2.27295535231563,"Pc Vg Aa"
417,"70","c","s","pva",3,26666.66667,2666666.667,308666666.666667,123333333.333333,9.35660287882943,3.83406146383343,2.44038938005818,"Pc Vg Aa"
418,"70","d","s","pva",3,26666.66667,2666666.667,2.26e+08,163333333.333333,9.04487593212365,4.11496384929984,2.1980450529748,"Pc Vg Aa"
419,"70","e","s","pva",3,26666.66667,2666666.667,361333333.333333,7.4e+07,9.51414182618285,3.32323584006744,2.8629150274179,"Pc Vg Aa"
420,"70","f","s","pva",3,26666.66667,2666666.667,249333333.333333,89333333.3333333,9.14313162215773,3.51154543870602,2.6037343903848,"Pc Vg Aa"
421,"t1","a","p","savo",4,26666.66667,2666666.667,13333333.3333333,3.08e+08,6.21460809829719,4.74927052983685,1.30853950290987,"Sr Aa Vg Od"
422,"t1","b","p","savo",4,26666.66667,2666666.667,45333333.3333333,322666666.666667,7.43838352991931,4.79579054547174,1.55102343594691,"Sr Aa Vg Od"
423,"t1","c","p","savo",4,26666.66667,2666666.667,70666666.6666667,277333333.333333,7.88231491885527,4.64439089901637,1.69716871173024,"Sr Aa Vg Od"
424,"t1","d","p","savo",4,26666.66667,2666666.667,1.6e+07,389333333.333333,6.39692965509115,4.98360662158334,1.28359442083308,"Sr Aa Vg Od"
425,"t1","e","p","savo",4,26666.66667,2666666.667,2.4e+07,394666666.666667,6.80239476319931,4.99721227363912,1.36123790439777,"Sr Aa Vg Od"
426,"t1","f","p","savo",4,26666.66667,2666666.667,18666666.6666667,239333333.333333,6.5510803349184,4.49702802724339,1.45675772871136,"Sr Aa Vg Od"
427,"t2","a","s","pavo",4,26666.66667,2666666.667,13333333.3333333,174666666.666667,6.21460809829719,4.18205014251621,1.48601950873742,"Pc Aa Vg Od"
428,"t2","b","s","pavo",4,26666.66667,2666666.667,8e+06,325333333.333333,5.7037824745312,4.80402104460826,1.18729339891897,"Pc Aa Vg Od"
429,"t2","c","s","pavo",4,26666.66667,2666666.667,18666666.6666667,269333333.333333,6.5510803349184,4.61512051671626,1.41948196394655,"Pc Aa Vg Od"
430,"t2","d","s","pavo",4,26666.66667,2666666.667,186666666.666667,194666666.666667,8.85366542791245,4.29045944102339,2.06357047528705,"Pc Aa Vg Od"
431,"t2","e","s","pavo",4,26666.66667,2666666.667,1.6e+07,325333333.333333,6.39692965509115,4.80402104460826,1.33157819162151,"Pc Aa Vg Od"
432,"t2","f","s","pavo",4,26666.66667,2666666.667,6e+06,2.96e+08,5.41610040207942,4.70953020118733,1.15002986937295,"Pc Aa Vg Od"
433,"t3","a","a","psvo",4,26666.66667,2666666.667,1.6e+07,163333333.333333,6.39692965509115,4.11496384929984,1.55455306276374,"Pc Sr Vg Od"
434,"t3","b","a","psvo",4,26666.66667,2666666.667,4e+06,3.72e+08,5.01063529397126,4.93806460113642,1.01469618133755,"Pc Sr Vg Od"
435,"t3","c","a","psvo",4,26666.66667,2666666.667,1333333.33333333,309333333.333333,3.91202300530315,4.75359019098136,0.822961771657376,"Pc Sr Vg Od"
436,"t3","d","a","psvo",4,26666.66667,2666666.667,25333333.3333333,2.12e+08,6.85646198446959,4.37575702153529,1.5669201810625,"Pc Sr Vg Od"
437,"t3","e","a","psvo",4,26666.66667,2666666.667,10666666.6666667,374666666.666667,5.99146454698298,4.9452074886488,1.21156990090623,"Pc Sr Vg Od"
438,"t3","f","a","psvo",4,26666.66667,2666666.667,4e+06,3.04e+08,5.01063529397126,4.7361984482695,1.0579445411123,"Pc Sr Vg Od"
439,"t4","a","v","psao",4,26666.66667,2666666.667,54666666.6666667,194666666.666667,7.62559507200745,4.29045944102339,1.77733764339899,"Pc Sr Aa Od"
440,"t4","b","v","psao",4,26666.66667,2666666.667,74666666.6666667,301333333.333333,7.9373746960383,4.72738781858734,1.67901915405159,"Pc Sr Aa Od"
441,"t4","c","v","psao",4,26666.66667,2666666.667,4e+06,170666666.666667,5.01063529397126,4.15888308323467,1.2048031150888,"Pc Sr Aa Od"
442,"t4","d","v","psao",4,26666.66667,2666666.667,33333333.3333333,1.12e+08,7.13089883017135,3.73766961815837,1.90784621399601,"Pc Sr Aa Od"
443,"t4","e","v","psao",4,26666.66667,2666666.667,33333333.3333333,234666666.666667,7.13089883017135,4.47733681435321,1.59266526639486,"Pc Sr Aa Od"
444,"t4","f","v","psao",4,26666.66667,2666666.667,1333333.33333333,2.52e+08,3.91202300530315,4.5485998343747,0.860049937947759,"Pc Sr Aa Od"
445,"t5","a","o","psav",4,26666.66667,2666666.667,97333333.3333333,269333333.333333,8.20248244645154,4.61512051671626,1.77730622997636,"Pc Sr Aa Vg"
446,"t5","b","o","psav",4,26666.66667,2666666.667,6.4e+07,253333333.333333,7.78322401621104,4.55387689147554,1.70914238607999,"Pc Sr Aa Vg"
447,"t5","c","o","psav",4,26666.66667,2666666.667,54666666.6666667,302666666.666667,7.62559507200745,4.73180283679646,1.61156230194286,"Pc Sr Aa Vg"
448,"t5","d","o","psav",4,26666.66667,2666666.667,9.2e+07,235333333.333333,8.1461295099004,4.48017369568841,1.81826198340033,"Pc Sr Aa Vg"
449,"t5","e","o","psav",4,26666.66667,2666666.667,1.36e+08,2.38e+08,8.53699581858742,4.49144142053475,1.9007251835806,"Pc Sr Aa Vg"
450,"t5","f","o","psav",4,26666.66667,2666666.667,6.4e+07,2.92e+08,7.78322401621104,4.69592454913156,1.6574423065742,"Pc Sr Aa Vg"
