"row_num","treat","rep","inv_sp","res_sp","res_div","inv_t0","res_t0","inv_count","res_count","inv_m","res_m","rel_fit","res_sp2"
194,"33","b","a","os",2,26666.66667,2666666.667,2.16e+08,530666666.666667,8.99961934053553,5.29330482459949,1.70018913301795,"Od Sr"
195,"33","c","a","os",2,26666.66667,2666666.667,1.04e+08,2.64e+08,8.26873183199274,4.59511985000959,1.79945944869653,"Od Sr"
196,"33","d","a","os",2,26666.66667,2666666.667,61333333.3333333,5.28e+08,7.74066440179224,5.28826703056954,1.46374310469693,"Od Sr"
197,"33","e","a","os",2,26666.66667,2666666.667,21333333.3333333,2.56e+08,6.68461172754293,4.56434819134284,1.4645271235489,"Od Sr"
198,"33","f","a","os",2,26666.66667,2666666.667,45333333.3333333,3.04e+08,7.43838352991931,4.7361984482695,1.57053882162331,"Od Sr"
199,"34","a","p","ov",2,26666.66667,2666666.667,90666666.6666667,1.88e+08,8.13153071047925,4.25561270969322,1.91077789855211,"Od Vg"
200,"34","b","p","ov",2,26666.66667,2666666.667,70666666.6666667,2.12e+08,7.88231491885527,4.37575702153529,1.80136028578883,"Od Vg"
201,"34","c","p","ov",2,26666.66667,2666666.667,41333333.3333333,1.52e+08,7.34601020978829,4.04305126770955,1.81694708361933,"Od Vg"
202,"34","d","p","ov",2,26666.66667,2666666.667,22666666.6666667,269333333.333333,6.74523634935936,4.61512051671626,1.46155150768603,"Od Vg"
203,"34","e","p","ov",2,26666.66667,2666666.667,53333333.3333333,146666666.666667,7.60090245941708,4.00733318510747,1.89674831323346,"Od Vg"
204,"34","f","p","ov",2,26666.66667,2666666.667,33333333.3333333,1.44e+08,7.13089883017135,3.98898404643927,1.78764786901985,"Od Vg"
205,"35","a","p","os",2,26666.66667,2666666.667,41333333.3333333,613333333.333333,7.34601020978829,5.4380793087982,1.35084646483608,"Od Sr"
206,"35","b","p","os",2,26666.66667,2666666.667,2.8e+07,617333333.333333,6.95654544302657,5.44457987340129,1.27770105403573,"Od Sr"
207,"35","c","p","os",2,26666.66667,2666666.667,8e+07,4.48e+08,8.00636756752525,5.12396397927826,1.562533928791,"Od Sr"
208,"35","d","p","os",2,26666.66667,2666666.667,97333333.3333333,362666666.666667,8.20248244645154,4.91265488561105,1.66966388591151,"Od Sr"
209,"35","e","p","os",2,26666.66667,2666666.667,22666666.6666667,514666666.666667,6.74523634935936,5.26269018877989,1.28170880431842,"Od Sr"
210,"35","f","p","os",2,26666.66667,2666666.667,61333333.3333333,501333333.333333,7.74066440179224,5.23644196270495,1.478229770696,"Od Sr"
211,"36","a","v","os",2,26666.66667,2666666.667,29333333.3333333,254666666.666667,7.00306545866146,4.55912624736168,1.53605429608668,"Od Sr"
212,"36","b","v","os",2,26666.66667,2666666.667,49333333.3333333,286666666.666667,7.52294091794737,4.67749084744272,1.6083283032099,"Od Sr"
213,"36","c","v","os",2,26666.66667,2666666.667,61333333.3333333,318666666.666667,7.74066440179224,4.78331637124657,1.61826310472016,"Od Sr"
214,"36","d","v","os",2,26666.66667,2666666.667,25333333.3333333,365333333.333333,6.85646198446959,4.91998092570312,1.39359523705668,"Od Sr"
215,"36","e","v","os",2,26666.66667,2666666.667,41333333.3333333,513333333.333333,7.34601020978829,5.26009615360284,1.39655435856562,"Od Sr"
216,"36","f","v","os",2,26666.66667,2666666.667,34666666.6666667,197333333.333333,7.17011954332463,4.30406509307917,1.66589477349076,"Od Sr"
217,"37","a","p","av",2,26666.66667,2666666.667,61333333.3333333,109333333.333333,7.74066440179224,3.71357206657931,2.08442552426953,"Aa Vg"
218,"37","b","p","av",2,26666.66667,2666666.667,5.2e+07,93333333.3333333,7.57558465143279,3.55534806136441,2.13075752941206,"Aa Vg"
219,"37","c","p","av",2,26666.66667,2666666.667,5.4e+07,94666666.6666667,7.61332497941564,3.56953269635637,2.13286321405236,"Aa Vg"
220,"37","d","p","av",2,26666.66667,2666666.667,65333333.3333333,1e+08,7.80384330341377,3.62434093285137,2.1531758319641,"Aa Vg"
221,"37","e","p","av",2,26666.66667,2666666.667,2.8e+07,69333333.3333333,6.95654544302657,3.25809653789648,2.13515632889071,"Aa Vg"
222,"37","f","p","av",2,26666.66667,2666666.667,69333333.3333333,9.2e+07,7.86326672388457,3.54095932391231,2.2206599976406,"Aa Vg"
223,"38","a","p","as",2,26666.66667,2666666.667,33333333.3333333,490666666.666667,7.13089883017135,5.21493575748399,1.36739917072569,"Aa Sr"
224,"38","b","p","as",2,26666.66667,2666666.667,4.8e+07,4.52e+08,7.49554194375926,5.1328529266955,1.46030717240613,"Aa Sr"
225,"38","c","p","as",2,26666.66667,2666666.667,54666666.6666667,377333333.333333,7.62559507200745,4.95229971695829,1.53980887826618,"Aa Sr"
226,"38","d","p","as",2,26666.66667,2666666.667,54666666.6666667,513333333.333333,7.62559507200745,5.26009615360284,1.44970640256916,"Aa Sr"
227,"38","e","p","as",2,26666.66667,2666666.667,38666666.6666667,441333333.333333,7.27931883528962,5.10897119469212,1.424811093641,"Aa Sr"
228,"38","f","p","as",2,26666.66667,2666666.667,8.4e+07,398666666.666667,8.05515773169468,5.00729639270574,1.60868402825701,"Aa Sr"
229,"39","a","v","as",2,26666.66667,2666666.667,3.6e+07,5.64e+08,7.20785987130748,5.35422499836133,1.34620040687746,"Aa Sr"
230,"39","b","v","as",2,26666.66667,2666666.667,2.4e+07,473333333.333333,6.80239476319931,5.17897060879047,1.3134646394118,"Aa Sr"
231,"39","c","v","as",2,26666.66667,2666666.667,6666666.66666667,733333333.333333,5.52146091773725,5.61677109754157,0.983031144024003,"Aa Sr"
232,"39","d","v","as",2,26666.66667,2666666.667,45333333.3333333,442666666.666667,7.43838352991931,5.11198778823154,1.45508632611436,"Aa Sr"
233,"39","e","v","as",2,26666.66667,2666666.667,25333333.3333333,4e+08,6.85646198446959,5.01063529397126,1.36838176841951,"Aa Sr"
234,"39","f","v","as",2,26666.66667,2666666.667,57333333.3333333,238666666.666667,7.67322312099671,4.49423862515581,1.70734661885709,"Aa Sr"
235,"40","a","v","ps",2,26666.66667,2666666.667,8e+07,449333333.333333,8.00636756752525,5.12693574966742,1.56162822365087,"Pc Sr"
236,"40","b","v","ps",2,26666.66667,2666666.667,98666666.6666667,4.88e+08,8.21608809850732,5.20948615271642,1.57713982869945,"Pc Sr"
237,"40","c","v","ps",2,26666.66667,2666666.667,53333333.3333333,522666666.666667,7.60090245941708,5.27811465910552,1.44007907185275,"Pc Sr"
238,"40","d","v","ps",2,26666.66667,2666666.667,8.8e+07,4.8e+08,8.10167774732957,5.19295685076521,1.56012806964413,"Pc Sr"
239,"40","e","v","ps",2,26666.66667,2666666.667,133333333.333333,418666666.666667,8.51719319129124,5.05624580522331,1.68448954409863,"Pc Sr"
240,"40","f","v","ps",2,26666.66667,2666666.667,82666666.6666667,5.06e+08,8.03915739034824,5.24570741615074,1.53252111728475,"Pc Sr"
241,"41","a","p","ao",2,26666.66667,2666666.667,81333333.3333333,137333333.333333,8.02289686947646,3.94158180754469,2.03545106031279,"Aa Od"
242,"41","b","p","ao",2,26666.66667,2666666.667,86666666.6666667,1.28e+08,8.08641027519878,3.87120101078289,2.08886344384464,"Aa Od"
243,"41","c","p","ao",2,26666.66667,2666666.667,69333333.3333333,209333333.333333,7.86326672388457,4.36309862466336,1.80222071521275,"Aa Od"
244,"41","d","p","ao",2,26666.66667,2666666.667,29333333.3333333,3.84e+08,7.00306545866146,4.969813299451,1.40912043103009,"Aa Od"
245,"41","e","p","ao",2,26666.66667,2666666.667,41333333.3333333,238666666.666667,7.34601020978829,4.49423862515581,1.6345394231339,"Aa Od"
246,"41","f","p","ao",2,26666.66667,2666666.667,70666666.6666667,1.68e+08,7.88231491885527,4.14313472626653,1.90250026601433,"Aa Od"
247,"42","a","v","ao",2,26666.66667,2666666.667,4e+07,3.44e+08,7.3132203869653,4.85981240423667,1.50483594399442,"Aa Od"
248,"42","b","v","ao",2,26666.66667,2666666.667,2e+07,201333333.333333,6.62007320640536,4.32413265612998,1.53095978612511,"Aa Od"
249,"42","c","v","ao",2,26666.66667,2666666.667,17333333.3333333,197333333.333333,6.47697236276468,4.30406509307917,1.50485000172964,"Aa Od"
250,"42","d","v","ao",2,26666.66667,2666666.667,30666666.6666667,166666666.666667,7.0475172212323,4.13516655661736,1.70428859992457,"Aa Od"
251,"42","e","v","ao",2,26666.66667,2666666.667,3.2e+07,361333333.333333,7.09007683565109,4.90897164019476,1.44431000122254,"Aa Od"
252,"42","f","v","ao",2,26666.66667,2666666.667,41333333.3333333,318666666.666667,7.34601020978829,4.78331637124657,1.53575670928784,"Aa Od"
253,"43","a","s","ao",2,26666.66667,2666666.667,145333333.333333,365333333.333333,8.60337088753229,4.91998092570312,1.74865939877658,"Aa Od"
254,"43","b","s","ao",2,26666.66667,2666666.667,186666666.666667,2.48e+08,8.85366542791245,4.53259949302826,1.95333063102764,"Aa Od"
255,"43","c","s","ao",2,26666.66667,2666666.667,181333333.333333,341333333.333333,8.8246778910392,4.85203026379462,1.8187598615961,"Aa Od"
256,"43","d","s","ao",2,26666.66667,2666666.667,1.6e+08,3.52e+08,8.69951474808519,4.88280192246137,1.78166447999182,"Aa Od"
257,"43","e","s","ao",2,26666.66667,2666666.667,2.24e+08,314666666.666667,9.0359869847064,4.77068462434066,1.89406504437615,"Aa Od"
258,"43","f","s","ao",2,26666.66667,2666666.667,157333333.333333,258666666.666667,8.68270762976881,4.57471097837838,1.89797949440002,"Aa Od"
259,"44","a","v","po",2,26666.66667,2666666.667,126666666.666667,1.68e+08,8.46589989690369,4.14313472626653,2.04335616779049,"Pc Od"
260,"44","b","v","po",2,26666.66667,2666666.667,1.64e+08,145333333.333333,8.72420736067556,3.9982007015442,2.1820333724883,"Pc Od"
261,"44","c","v","po",2,26666.66667,2666666.667,153333333.333333,146666666.666667,8.6569551336664,4.00733318510747,2.16027835315476,"Pc Od"
262,"44","d","v","po",2,26666.66667,2666666.667,110666666.666667,166666666.666667,8.33086361309974,4.13516655661736,2.01463798350956,"Pc Od"
263,"44","e","v","po",2,26666.66667,2666666.667,53333333.3333333,153333333.333333,7.60090245941708,4.05178494767831,1.87593926073802,"Pc Od"
264,"44","f","v","po",2,26666.66667,2666666.667,125333333.333333,1.52e+08,8.45531778757315,4.04305126770955,2.09132094245325,"Pc Od"
265,"45","a","s","po",2,26666.66667,2666666.667,369333333.333333,201333333.333333,9.53604051149049,4.32413265612998,2.20530711470473,"Pc Od"
266,"45","b","s","po",2,26666.66667,2666666.667,4.52e+08,246666666.666667,9.7380231126836,4.52720864439338,2.15099940771306,"Pc Od"
267,"45","c","s","po",2,26666.66667,2666666.667,6e+08,237333333.333333,10.0212705880675,4.48863636960714,2.23258686221994,"Pc Od"
268,"45","d","s","po",2,26666.66667,2666666.667,3.92e+08,181333333.333333,9.59560277264183,4.21950770505111,2.27410481112645,"Pc Od"
269,"45","e","s","po",2,26666.66667,2666666.667,390666666.666667,162666666.666667,9.59219561432021,4.11087386404831,2.33337142698754,"Pc Od"
270,"45","f","s","po",2,26666.66667,2666666.667,470666666.666667,174666666.666667,9.77849106223644,4.18205014251621,2.3382051216519,"Pc Od"
271,"46","a","s","vo",2,26666.66667,2666666.667,2.08e+08,214666666.666667,8.96187901255268,4.38825718429952,2.04224106203639,"Vg Od"
272,"46","b","s","vo",2,26666.66667,2666666.667,178666666.666667,2.08e+08,8.80986280525406,4.35670882656459,2.02213715810816,"Vg Od"
273,"46","c","s","vo",2,26666.66667,2666666.667,2.44e+08,2e+08,9.12150915814457,4.31748811341131,2.11268888727467,"Vg Od"
274,"46","d","s","vo",2,26666.66667,2666666.667,81333333.3333333,2.96e+08,8.02289686947646,4.70953020118733,1.70354505157516,"Vg Od"
275,"46","e","s","vo",2,26666.66667,2666666.667,7.6e+07,322666666.666667,7.9550742731377,4.79579054547174,1.65876182408529,"Vg Od"
276,"46","f","s","vo",2,26666.66667,2666666.667,317333333.333333,2.16e+08,9.38429367897462,4.39444915454744,2.13548805525799,"Vg Od"
277,"47","a","v","pa",2,26666.66667,2666666.667,46666666.6666667,1.08e+08,7.46737106679256,3.70130197398749,2.01749846926102,"Pc Aa"
278,"47","b","v","pa",2,26666.66667,2666666.667,29333333.3333333,122666666.666667,7.00306545866146,3.8286413963641,1.8291254608781,"Pc Aa"
279,"47","c","v","pa",2,26666.66667,2666666.667,4.8e+07,1.56e+08,7.49554194375926,4.06902675411281,1.84209699191166,"Pc Aa"
280,"47","d","v","pa",2,26666.66667,2666666.667,4.8e+07,162666666.666667,7.49554194375926,4.11087386404831,1.82334515522638,"Pc Aa"
281,"47","e","v","pa",2,26666.66667,2666666.667,5.6e+07,173333333.333333,7.64969262358651,4.17438726977064,1.83253065161988,"Pc Aa"
282,"47","f","v","pa",2,26666.66667,2666666.667,58666666.6666667,1.28e+08,7.69621263922141,3.87120101078289,1.98806846190221,"Pc Aa"
283,"48","a","s","pa",2,26666.66667,2666666.667,545333333.333333,1.6e+08,9.92573816134595,4.0943445620971,2.42425570462053,"Pc Aa"
284,"48","b","s","pa",2,26666.66667,2666666.667,413333333.333333,209333333.333333,9.64859530278234,4.36309862466336,2.21140893956455,"Pc Aa"
285,"48","c","s","pa",2,26666.66667,2666666.667,573333333.333333,1.92e+08,9.97580821399075,4.27666611889105,2.33261328723447,"Pc Aa"
286,"48","d","s","pa",2,26666.66667,2666666.667,345333333.333333,169333333.333333,9.46885106700268,4.15103990577365,2.28107926734998,"Pc Aa"
287,"48","e","s","pa",2,26666.66667,2666666.667,4e+08,174666666.666667,9.61580547995935,4.18205014251621,2.29930420541869,"Pc Aa"
288,"48","f","s","pa",2,26666.66667,2666666.667,522666666.666667,189333333.333333,9.88328484509361,4.26267987691632,2.31856135822316,"Pc Aa"
289,"49","a","s","va",2,26666.66667,2666666.667,3.12e+08,262666666.666667,9.36734412066085,4.59005654805304,2.04079057035456,"Vg Aa"
290,"49","b","s","va",2,26666.66667,2666666.667,2.88e+08,54666666.6666667,9.28730141298731,3.02042488601936,3.07483276805705,"Vg Aa"
291,"49","c","s","va",2,26666.66667,2666666.667,4.04e+08,306666666.666667,9.62575581081252,4.74493212823825,2.02863930413826,"Vg Aa"
292,"49","d","s","va",2,26666.66667,2666666.667,338666666.666667,2.56e+08,9.44935727232168,4.56434819134284,2.07025338037186,"Vg Aa"
293,"49","e","s","va",2,26666.66667,2666666.667,338666666.666667,2.16e+08,9.44935727232168,4.39444915454744,2.15029391398086,"Vg Aa"
294,"49","f","s","va",2,26666.66667,2666666.667,365333333.333333,322666666.666667,9.52515111169122,4.79579054547174,1.98614827344472,"Vg Aa"
295,"50","a","s","vp",2,26666.66667,2666666.667,433333333.333333,82666666.6666667,9.69584818763288,3.43398720436015,2.8234957239567,"Vg Pc"
296,"50","b","s","vp",2,26666.66667,2666666.667,506666666.666667,1.24e+08,9.85219425802358,3.83945231246831,2.56604157473955,"Vg Pc"
297,"50","c","s","vp",2,26666.66667,2666666.667,357333333.333333,82666666.6666667,9.503009985814,3.43398720436015,2.76733995215474,"Vg Pc"
298,"50","d","s","vp",2,26666.66667,2666666.667,318666666.666667,1.24e+08,9.38848655723466,3.83945231246831,2.44526713530112,"Vg Pc"
299,"50","e","s","vp",2,26666.66667,2666666.667,3.32e+08,58666666.6666667,9.42947590176785,3.09104245323332,3.05058116943828,"Vg Pc"
300,"50","f","s","vp",2,26666.66667,2666666.667,373333333.333333,1.24e+08,9.5468126084724,3.83945231246831,2.48650375926532,"Vg Pc"
301,"51","a","o","apv",3,26666.66667,2666666.667,41333333.3333333,117333333.333333,7.34601020978829,3.78418963379326,1.94123733762905,"Aa Pc Vg"
302,"51","b","o","apv",3,26666.66667,2666666.667,73333333.3333333,117333333.333333,7.91935619053562,3.78418963379326,2.09274823856998,"Aa Pc Vg"
303,"51","c","o","apv",3,26666.66667,2666666.667,5.2e+07,85333333.3333333,7.57558465143279,3.46573590267473,2.18585168177017,"Aa Pc Vg"
304,"51","d","o","apv",3,26666.66667,2666666.667,8e+07,205333333.333333,8.00636756752525,4.34380542172868,1.84316901661286,"Aa Pc Vg"
305,"51","e","o","apv",3,26666.66667,2666666.667,57333333.3333333,1.6e+08,7.67322312099671,4.0943445620971,1.87410292529619,"Aa Pc Vg"
306,"51","f","o","apv",3,26666.66667,2666666.667,6.8e+07,1.88e+08,7.84384863802747,4.25561270969322,1.84317727507514,"Aa Pc Vg"
307,"52","a","o","aps",3,26666.66667,2666666.667,3.2e+07,519333333.333333,7.09007683565109,5.27171668462586,1.34492751788581,"Aa Pc Sr"
308,"52","b","o","aps",3,26666.66667,2666666.667,26666666.6666667,672666666.666667,6.90775527885714,5.53042065910872,1.2490469902104,"Aa Pc Sr"
309,"52","c","o","aps",3,26666.66667,2666666.667,4e+07,719333333.333333,7.3132203869653,5.59749560401324,1.30651650386682,"Aa Pc Sr"
310,"52","d","o","aps",3,26666.66667,2666666.667,4e+07,669333333.333333,7.3132203869653,5.52545293900678,1.32355129392883,"Aa Pc Sr"
311,"52","e","o","aps",3,26666.66667,2666666.667,41333333.3333333,547333333.333333,7.34601020978829,5.32422874820754,1.37973226868988,"Aa Pc Sr"
312,"52","f","o","aps",3,26666.66667,2666666.667,37333333.3333333,7.6e+08,7.24422751547835,5.65248918014365,1.28159953687771,"Aa Pc Sr"
313,"53","a","o","avs",3,26666.66667,2666666.667,114666666.666667,325333333.333333,8.36637030155665,4.80402104460826,1.74153489834241,"Aa Vg Sr"
314,"53","b","o","avs",3,26666.66667,2666666.667,53333333.3333333,309333333.333333,7.60090245941708,4.75359019098136,1.59898143383031,"Aa Vg Sr"
315,"53","c","o","avs",3,26666.66667,2666666.667,130666666.666667,490666666.666667,8.49699048397372,5.21493575748399,1.62935669375785,"Aa Vg Sr"
316,"53","d","o","avs",3,26666.66667,2666666.667,82666666.6666667,326666666.666667,8.03915739034824,4.80811102985978,1.67199911574893,"Aa Vg Sr"
317,"53","e","o","avs",3,26666.66667,2666666.667,7.6e+07,242666666.666667,7.9550742731377,4.51085950639185,1.76353847018854,"Aa Vg Sr"
318,"53","f","o","avs",3,26666.66667,2666666.667,85333333.3333333,405333333.333333,8.07090608866282,5.02388052072128,1.60650836646571,"Aa Vg Sr"
319,"54","a","o","pvs",3,26666.66667,2666666.667,74666666.6666667,7.6e+08,7.9373746960383,5.65248918014365,1.40422642893703,"Pc Vg Sr"
320,"54","b","o","pvs",3,26666.66667,2666666.667,37333333.3333333,464666666.666667,7.24422751547835,5.16049104951563,1.40378647031241,"Pc Vg Sr"
321,"54","c","o","pvs",3,26666.66667,2666666.667,74666666.6666667,493333333.333333,7.9373746960383,5.22035582495332,1.52046622149732,"Pc Vg Sr"
322,"54","d","o","pvs",3,26666.66667,2666666.667,85333333.3333333,4.32e+08,8.07090608866282,5.08759633510738,1.5863888479062,"Pc Vg Sr"
323,"54","e","o","pvs",3,26666.66667,2666666.667,38666666.6666667,514666666.666667,7.27931883528962,5.26269018877989,1.3831934949941,"Pc Vg Sr"
324,"54","f","o","pvs",3,26666.66667,2666666.667,3.2e+07,562666666.666667,7.09007683565109,5.35185813335107,1.32478788842851,"Pc Vg Sr"
325,"55","a","a","pvs",3,26666.66667,2666666.667,2e+06,2.4e+08,4.31748811341131,4.49980967020527,0.959482384777035,"Pc Vg Sr"
326,"55","b","a","pvs",3,26666.66667,2666666.667,6666666.66666667,414666666.666667,5.52146091773725,5.04664573149429,1.09408530170442,"Pc Vg Sr"
327,"55","c","a","pvs",3,26666.66667,2666666.667,4e+06,525333333.333333,5.01063529397126,5.28320372861299,0.948408494420621,"Pc Vg Sr"
328,"55","d","a","pvs",3,26666.66667,2666666.667,45333333.3333333,530666666.666667,7.43838352991931,5.29330482459949,1.40524375156916,"Pc Vg Sr"
329,"55","e","a","pvs",3,26666.66667,2666666.667,45333333.3333333,6.48e+08,7.43838352991931,5.49306144321555,1.35414169435633,"Pc Vg Sr"
330,"55","f","a","pvs",3,26666.66667,2666666.667,34666666.6666667,417333333.333333,7.17011954332463,5.05305600985521,1.41896696362368,"Pc Vg Sr"
331,"56","a","a","opv",3,26666.66667,2666666.667,4e+06,285333333.333333,5.01063529397126,4.67282883433691,1.07229163994882,"Od Pc Vg"
332,"56","b","a","opv",3,26666.66667,2666666.667,1333333.33333333,286666666.666667,3.91202300530315,4.67749084744272,0.836350755756568,"Od Pc Vg"
333,"56","c","a","opv",3,26666.66667,2666666.667,5333333.33333333,273333333.333333,5.29831736642304,4.62986279845346,1.14437891511447,"Od Pc Vg"
334,"56","d","a","opv",3,26666.66667,2666666.667,5333333.33333333,253333333.333333,5.29831736642304,4.55387689147554,1.16347400087627,"Od Pc Vg"
335,"56","e","a","opv",3,26666.66667,2666666.667,13333333.3333333,310666666.666667,6.21460809829719,4.75789127288076,1.30616858222875,"Od Pc Vg"
336,"56","f","a","opv",3,26666.66667,2666666.667,5333333.33333333,221333333.333333,5.29831736642304,4.4188406076716,1.19902884870402,"Od Pc Vg"
337,"57","a","a","ops",3,26666.66667,2666666.667,9.6e+07,186666666.666667,8.1886891243192,4.24849524192436,1.92743281044847,"Od Pc Sr"
338,"57","b","a","ops",3,26666.66667,2666666.667,7.2e+07,186666666.666667,7.90100705186742,4.24849524192436,1.85971893622474,"Od Pc Sr"
339,"57","c","a","ops",3,26666.66667,2666666.667,5.6e+07,5.36e+08,7.64969262358651,5.30330490793408,1.44243877287578,"Od Pc Sr"
340,"57","d","a","ops",3,26666.66667,2666666.667,165333333.333333,461333333.333333,8.73230457090818,5.15329159437278,1.69451008369943,"Od Pc Sr"
341,"57","e","a","ops",3,26666.66667,2666666.667,1e+08,506666666.666667,8.22951111883946,5.24702407203549,1.56841497310817,"Od Pc Sr"
342,"57","f","a","ops",3,26666.66667,2666666.667,122666666.666667,266666666.666667,8.43381158235219,4.60517018586309,1.83137891586335,"Od Pc Sr"
343,"58","a","a","ovs",3,26666.66667,2666666.667,30666666.6666667,370666666.666667,7.0475172212323,4.93447393300569,1.42822057972439,"Od Vg Sr"
344,"58","b","a","ovs",3,26666.66667,2666666.667,57333333.3333333,2.88e+08,7.67322312099671,4.68213122699922,1.63883128194903,"Od Vg Sr"
345,"58","c","a","ovs",3,26666.66667,2666666.667,22666666.6666667,4.68e+08,6.74523634935936,5.16763904278092,1.30528395917712,"Od Vg Sr"
346,"58","d","a","ovs",3,26666.66667,2666666.667,74666666.6666667,3.32e+08,7.9373746960383,4.82430571577976,1.64528849614071,"Od Vg Sr"
347,"58","e","a","ovs",3,26666.66667,2666666.667,74666666.6666667,409333333.333333,7.9373746960383,5.03370056690225,1.57684681290508,"Od Vg Sr"
348,"58","f","a","ovs",3,26666.66667,2666666.667,29333333.3333333,4.24e+08,7.00306545866146,5.06890420209523,1.38157384307376,"Od Vg Sr"
349,"59","a","p","ovs",3,26666.66667,2666666.667,1.2e+07,334666666.666667,6.10924758263937,4.83230575844684,1.26425104039835,"Od Vg Sr"
350,"59","b","p","ovs",3,26666.66667,2666666.667,2e+07,4.04e+08,6.62007320640536,5.02058562482442,1.3185858585246,"Od Vg Sr"
351,"59","c","p","ovs",3,26666.66667,2666666.667,13333333.3333333,3.96e+08,6.21460809829719,5.00058495811775,1.24277622525114,"Od Vg Sr"
352,"59","d","p","ovs",3,26666.66667,2666666.667,25333333.3333333,277333333.333333,6.85646198446959,4.64439089901637,1.47628873915882,"Od Vg Sr"
353,"59","e","p","ovs",3,26666.66667,2666666.667,10666666.6666667,3.6e+08,5.99146454698298,4.90527477831343,1.2214330119633,"Od Vg Sr"
354,"59","f","p","ovs",3,26666.66667,2666666.667,4.4e+07,578666666.666667,7.40853056676963,5.37989735341546,1.37707656486536,"Od Vg Sr"
355,"60","a","p","avs",3,26666.66667,2666666.667,178666666.666667,7.44e+08,8.80986280525406,5.63121178169637,1.56447016144723,"Aa Vg Sr"
356,"60","b","p","avs",3,26666.66667,2666666.667,101333333.333333,586666666.666667,8.24275634558948,5.39362754622736,1.52823981169315,"Aa Vg Sr"
357,"60","c","p","avs",3,26666.66667,2666666.667,93333333.3333333,3.76e+08,8.1605182473525,4.94875989025317,1.64900266497574,"Aa Vg Sr"
358,"60","d","p","avs",3,26666.66667,2666666.667,62666666.6666667,4.16e+08,7.76217060701321,5.04985600712454,1.53710731475552,"Aa Vg Sr"
359,"60","e","p","avs",3,26666.66667,2666666.667,37333333.3333333,302666666.666667,7.24422751547835,4.73180283679646,1.53096563093125,"Aa Vg Sr"
360,"60","f","p","avs",3,26666.66667,2666666.667,10666666.6666667,778666666.666667,5.99146454698298,5.67675380214328,1.05543850514019,"Aa Vg Sr"
361,"61","a","p","aov",3,26666.66667,2666666.667,37333333.3333333,3.88e+08,7.24422751547835,4.98017608648655,1.4546127264727,"Aa Od Vg"
362,"61","b","p","aov",3,26666.66667,2666666.667,14666666.6666667,229333333.333333,6.30991827810152,4.45434729612851,1.41657528221604,"Aa Od Vg"
363,"61","c","p","aov",3,26666.66667,2666666.667,45333333.3333333,1.6e+08,7.43838352991931,4.0943445620971,1.81674585934443,"Aa Od Vg"
364,"61","d","p","aov",3,26666.66667,2666666.667,50666666.6666667,294666666.666667,7.54960916502953,4.70501552083281,1.60458751551434,"Aa Od Vg"
365,"61","e","p","aov",3,26666.66667,2666666.667,49333333.3333333,273333333.333333,7.52294091794737,4.62986279845346,1.62487340239549,"Aa Od Vg"
366,"61","f","p","aov",3,26666.66667,2666666.667,14666666.6666667,510666666.666667,6.30991827810152,5.2548878084957,1.20077126440266,"Aa Od Vg"
367,"62","a","p","aos",3,26666.66667,2666666.667,53333333.3333333,629333333.333333,7.60090245941708,5.46383180490061,1.39113038812792,"Aa Od Sr"
368,"62","b","p","aos",3,26666.66667,2666666.667,50666666.6666667,605333333.333333,7.54960916502953,5.4249500173564,1.39164584758856,"Aa Od Sr"
369,"62","c","p","aos",3,26666.66667,2666666.667,1.6e+07,638666666.666667,6.39692965509115,5.47855341672597,1.16763115525375,"Aa Od Sr"
370,"62","d","p","aos",3,26666.66667,2666666.667,33333333.3333333,502666666.666667,7.13089883017135,5.23909800676307,1.36109284860985,"Aa Od Sr"
371,"62","e","p","aos",3,26666.66667,2666666.667,22666666.6666667,4.68e+08,6.74523634935936,5.16763904278092,1.30528395917712,"Aa Od Sr"
372,"62","f","p","aos",3,26666.66667,2666666.667,17333333.3333333,301333333.333333,6.47697236276468,4.72738781858734,1.37009541237515,"Aa Od Sr"
373,"63","a","v","aos",3,26666.66667,2666666.667,18666666.6666667,402666666.666667,6.5510803349184,5.01727983668992,1.30570359799592,"Aa Od Sr"
374,"63","b","v","aos",3,26666.66667,2666666.667,61333333.3333333,434666666.666667,7.74066440179224,5.09375020068176,1.51963957729144,"Aa Od Sr"
375,"63","c","v","aos",3,26666.66667,2666666.667,8e+06,622666666.666667,5.7037824745312,5.45318207698395,1.04595489275976,"Aa Od Sr"
376,"63","d","v","aos",3,26666.66667,2666666.667,65333333.3333333,341333333.333333,7.80384330341377,4.85203026379462,1.60836657628566,"Aa Od Sr"
377,"63","e","v","aos",3,26666.66667,2666666.667,2e+07,3.8e+08,6.62007320640536,4.9593419995837,1.33486926430181,"Aa Od Sr"
378,"63","f","v","aos",3,26666.66667,2666666.667,53333333.3333333,470666666.666667,7.60090245941708,5.17332087624835,1.46925014729208,"Aa Od Sr"
379,"64","a","v","pos",3,26666.66667,2666666.667,49333333.3333333,3.82e+08,7.52294091794737,4.96459135546985,1.51531926382195,"Pc Od Sr"
380,"64","b","v","pos",3,26666.66667,2666666.667,36666666.6666667,364666666.666667,7.22620900997567,4.91815444117709,1.46929282038695,"Pc Od Sr"
381,"64","c","v","pos",3,26666.66667,2666666.667,42666666.6666667,329333333.333333,7.37775890810287,4.81624115594303,1.53184997786065,"Pc Od Sr"
