ID,Rep,Sp,res.sp,inv.other,res.div,inv.div,count,T0_inv,count_other,T0_other,dil,dil_fact
t23,c,PC,AA.VG,SR.OD,2,3,20,8833.333333,430,2684333.333,10000,33.33333333
t23,d,PC,AA.VG,SR.OD,2,3,76,8833.333333,350,2684333.333,10000,33.33333333
t23,e,PC,AA.VG,SR.OD,2,3,44,8833.333333,580,2684333.333,10000,33.33333333
t23,f,PC,AA.VG,SR.OD,2,3,8,8833.333333,374,2684333.333,10000,33.33333333
t23,a,SR,AA.VG,PC.OD,2,3,0,8833.333333,304,2684333.333,10000,33.33333333
t23,b,SR,AA.VG,PC.OD,2,3,108,8833.333333,311,2684333.333,10000,33.33333333
t23,c,SR,AA.VG,PC.OD,2,3,86,8833.333333,364,2684333.333,10000,33.33333333
t23,d,SR,AA.VG,PC.OD,2,3,152,8833.333333,280,2684333.333,10000,33.33333333
t23,e,SR,AA.VG,PC.OD,2,3,330,8833.333333,294,2684333.333,10000,33.33333333
t23,f,SR,AA.VG,PC.OD,2,3,116,8833.333333,266,2684333.333,10000,33.33333333
t23,a,OD,AA.VG,PC.SR,2,3,108,8833.333333,196,2684333.333,10000,33.33333333
t23,b,OD,AA.VG,PC.SR,2,3,122,8833.333333,297,2684333.333,10000,33.33333333
t23,c,OD,AA.VG,PC.SR,2,3,108,8833.333333,342,2684333.333,10000,33.33333333
t23,d,OD,AA.VG,PC.SR,2,3,106,8833.333333,326,2684333.333,10000,33.33333333
t23,e,OD,AA.VG,PC.SR,2,3,100,8833.333333,524,2684333.333,10000,33.33333333
t23,f,OD,AA.VG,PC.SR,2,3,98,8833.333333,284,2684333.333,10000,33.33333333
t24,a,PC,AA.OD,SR.VG,2,3,14,8833.333333,458,2684333.333,10000,33.33333333
t24,b,PC,AA.OD,SR.VG,2,3,16,8833.333333,576,2684333.333,10000,33.33333333
t24,c,PC,AA.OD,SR.VG,2,3,8,8833.333333,520,2684333.333,10000,33.33333333
t24,d,PC,AA.OD,SR.VG,2,3,28,8833.333333,368,2684333.333,10000,33.33333333
t24,e,PC,AA.OD,SR.VG,2,3,31,8833.333333,396,2684333.333,10000,33.33333333
t24,f,PC,AA.OD,SR.VG,2,3,24,8833.333333,576,2684333.333,10000,33.33333333
t24,a,SR,AA.OD,PC.VG,2,3,0,8833.333333,472,2684333.333,10000,33.33333333
t24,b,SR,AA.OD,PC.VG,2,3,2,8833.333333,590,2684333.333,10000,33.33333333
t24,c,SR,AA.OD,PC.VG,2,3,8,8833.333333,520,2684333.333,10000,33.33333333
t24,d,SR,AA.OD,PC.VG,2,3,0,8833.333333,396,2684333.333,10000,33.33333333
t24,e,SR,AA.OD,PC.VG,2,3,0,8833.333333,427,2684333.333,10000,33.33333333
t24,f,SR,AA.OD,PC.VG,2,3,72,8833.333333,528,2684333.333,10000,33.33333333
t24,a,VG,AA.OD,PC.SR,2,3,6,8833.333333,466,2684333.333,10000,33.33333333
t24,b,VG,AA.OD,PC.SR,2,3,66,8833.333333,526,2684333.333,10000,33.33333333
t24,c,VG,AA.OD,PC.SR,2,3,50,8833.333333,365,2684333.333,10000,33.33333333
t24,d,VG,AA.OD,PC.SR,2,3,12,8833.333333,384,2684333.333,10000,33.33333333
t24,e,VG,AA.OD,PC.SR,2,3,62,8833.333333,365,2684333.333,10000,33.33333333
t24,f,VG,AA.OD,PC.SR,2,3,82,8833.333333,518,2684333.333,10000,33.33333333
t25,a,PC,VG.OD,SR.AA,2,3,12,8833.333333,216,2684333.333,10000,33.33333333
t25,b,PC,VG.OD,SR.AA,2,3,17,8833.333333,176,2684333.333,10000,33.33333333
t25,c,PC,VG.OD,SR.AA,2,3,48,8833.333333,268,2684333.333,10000,33.33333333
t25,d,PC,VG.OD,SR.AA,2,3,38,8833.333333,358,2684333.333,10000,33.33333333
t25,e,PC,VG.OD,SR.AA,2,3,24,8833.333333,320,2684333.333,10000,33.33333333
t25,f,PC,VG.OD,SR.AA,2,3,9,8833.333333,334,2684333.333,10000,33.33333333
t25,a,SR,VG.OD,PC.AA,2,3,0,8833.333333,228,2684333.333,10000,33.33333333
t25,b,SR,VG.OD,PC.AA,2,3,0,8833.333333,193,2684333.333,10000,33.33333333
t25,c,SR,VG.OD,PC.AA,2,3,0,8833.333333,316,2684333.333,10000,33.33333333
t25,d,SR,VG.OD,PC.AA,2,3,18,8833.333333,378,2684333.333,10000,33.33333333
t25,e,SR,VG.OD,PC.AA,2,3,4,8833.333333,340,2684333.333,10000,33.33333333
t25,f,SR,VG.OD,PC.AA,2,3,2,8833.333333,341,2684333.333,10000,33.33333333
t25,a,AA,VG.OD,PC.SR,2,3,0,8833.333333,228,2684333.333,10000,33.33333333
t25,b,AA,VG.OD,PC.SR,2,3,4,8833.333333,189,2684333.333,10000,33.33333333
t25,c,AA,VG.OD,PC.SR,2,3,10,8833.333333,306,2684333.333,10000,33.33333333
t25,d,AA,VG.OD,PC.SR,2,3,20,8833.333333,376,2684333.333,10000,33.33333333
t25,e,AA,VG.OD,PC.SR,2,3,0,8833.333333,344,2684333.333,10000,33.33333333
t25,f,AA,VG.OD,PC.SR,2,3,20,8833.333333,323,2684333.333,10000,33.33333333
t26,a,SR,PC,AA.VG.OD,1,4,0,6666.666667,160,2686666.667,10000,33.33333333
t26,b,SR,PC,AA.VG.OD,1,4,49,6666.666667,302,2686666.667,10000,33.33333333
t26,c,SR,PC,AA.VG.OD,1,4,138,6666.666667,140,2686666.667,10000,33.33333333
t26,d,SR,PC,AA.VG.OD,1,4,96,6666.666667,356,2686666.667,10000,33.33333333
t26,e,SR,PC,AA.VG.OD,1,4,0,6666.666667,199,2686666.667,10000,33.33333333
t26,f,SR,PC,AA.VG.OD,1,4,0,6666.666667,190,2686666.667,10000,33.33333333
t26,a,AA,PC,SR.VG.OD,1,4,16,6666.666667,144,2686666.667,10000,33.33333333
t26,b,AA,PC,SR.VG.OD,1,4,48,6666.666667,303,2686666.667,10000,33.33333333
t26,c,AA,PC,SR.VG.OD,1,4,8,6666.666667,270,2686666.667,10000,33.33333333
t26,d,AA,PC,SR.VG.OD,1,4,10,6666.666667,442,2686666.667,10000,33.33333333
t26,e,AA,PC,SR.VG.OD,1,4,6,6666.666667,193,2686666.667,10000,33.33333333
t26,f,AA,PC,SR.VG.OD,1,4,22,6666.666667,168,2686666.667,10000,33.33333333
t26,a,VG,PC,SR.AA.OD,1,4,20,6666.666667,140,2686666.667,10000,33.33333333
t26,b,VG,PC,SR.AA.OD,1,4,52,6666.666667,299,2686666.667,10000,33.33333333
t26,c,VG,PC,SR.AA.OD,1,4,40,6666.666667,238,2686666.667,10000,33.33333333
t26,d,VG,PC,SR.AA.OD,1,4,72,6666.666667,380,2686666.667,10000,33.33333333
t26,e,VG,PC,SR.AA.OD,1,4,42,6666.666667,157,2686666.667,10000,33.33333333
t26,f,VG,PC,SR.AA.OD,1,4,38,6666.666667,152,2686666.667,10000,33.33333333
t26,a,OD,PC,SR.AA.VG,1,4,120,6666.666667,40,2686666.667,10000,33.33333333
t26,b,OD,PC,SR.AA.VG,1,4,170,6666.666667,181,2686666.667,10000,33.33333333
t26,c,OD,PC,SR.AA.VG,1,4,90,6666.666667,188,2686666.667,10000,33.33333333
t26,d,OD,PC,SR.AA.VG,1,4,224,6666.666667,228,2686666.667,10000,33.33333333
t26,e,OD,PC,SR.AA.VG,1,4,148,6666.666667,51,2686666.667,10000,33.33333333
t26,f,OD,PC,SR.AA.VG,1,4,126,6666.666667,64,2686666.667,10000,33.33333333
t27,a,PC,SR,AA.VG.OD,1,4,32,6666.666667,118,2686666.667,10000,33.33333333
t27,b,PC,SR,AA.VG.OD,1,4,5,6666.666667,190,2686666.667,10000,33.33333333
t27,c,PC,SR,AA.VG.OD,1,4,1,6666.666667,170,2686666.667,10000,33.33333333
t27,d,PC,SR,AA.VG.OD,1,4,16,6666.666667,179,2686666.667,10000,33.33333333
t27,e,PC,SR,AA.VG.OD,1,4,3,6666.666667,320,2686666.667,10000,33.33333333
t27,f,PC,SR,AA.VG.OD,1,4,10,6666.666667,264,2686666.667,10000,33.33333333
t27,a,AA,SR,PC.VG.OD,1,4,6,6666.666667,144,2686666.667,10000,33.33333333
t27,b,AA,SR,PC.VG.OD,1,4,64,6666.666667,131,2686666.667,10000,33.33333333
t27,c,AA,SR,PC.VG.OD,1,4,24,6666.666667,147,2686666.667,10000,33.33333333
t27,d,AA,SR,PC.VG.OD,1,4,30,6666.666667,165,2686666.667,10000,33.33333333
t27,e,AA,SR,PC.VG.OD,1,4,30,6666.666667,293,2686666.667,10000,33.33333333
t27,f,AA,SR,PC.VG.OD,1,4,72,6666.666667,202,2686666.667,10000,33.33333333
t27,a,VG,SR,PC.AA.OD,1,4,20,6666.666667,130,2686666.667,10000,33.33333333
t27,b,VG,SR,PC.AA.OD,1,4,34,6666.666667,161,2686666.667,10000,33.33333333
t27,c,VG,SR,PC.AA.OD,1,4,38,6666.666667,133,2686666.667,10000,33.33333333
t27,d,VG,SR,PC.AA.OD,1,4,2,6666.666667,193,2686666.667,10000,33.33333333
t27,e,VG,SR,PC.AA.OD,1,4,46,6666.666667,277,2686666.667,10000,33.33333333
t27,f,VG,SR,PC.AA.OD,1,4,38,6666.666667,236,2686666.667,10000,33.33333333
t27,a,OD,SR,PC.AA.VG,1,4,92,6666.666667,58,2686666.667,10000,33.33333333
t27,b,OD,SR,PC.AA.VG,1,4,90,6666.666667,105,2686666.667,10000,33.33333333
t27,c,OD,SR,PC.AA.VG,1,4,108,6666.666667,49,2686666.667,10000,33.33333333
t27,d,OD,SR,PC.AA.VG,1,4,146,6666.666667,193,2686666.667,10000,33.33333333
t27,e,OD,SR,PC.AA.VG,1,4,94,6666.666667,229,2686666.667,10000,33.33333333
t27,f,OD,SR,PC.AA.VG,1,4,88,6666.666667,186,2686666.667,10000,33.33333333
t28,a,PC,AA,SR.VG.OD,1,4,28,6666.666667,492,2686666.667,10000,33.33333333
t28,b,PC,AA,SR.VG.OD,1,4,54,6666.666667,562,2686666.667,10000,33.33333333
t28,c,PC,AA,SR.VG.OD,1,4,26,6666.666667,760,2686666.667,10000,33.33333333
t28,d,PC,AA,SR.VG.OD,1,4,148,6666.666667,758,2686666.667,10000,33.33333333
t28,e,PC,AA,SR.VG.OD,1,4,82,6666.666667,674,2686666.667,10000,33.33333333
t28,f,PC,AA,SR.VG.OD,1,4,22,6666.666667,546,2686666.667,10000,33.33333333
t28,a,SR,AA,PC.VG.OD,1,4,0,6666.666667,520,2686666.667,10000,33.33333333
t28,b,SR,AA,PC.VG.OD,1,4,0,6666.666667,616,2686666.667,10000,33.33333333
t28,c,SR,AA,PC.VG.OD,1,4,254,6666.666667,532,2686666.667,10000,33.33333333
t28,d,SR,AA,PC.VG.OD,1,4,114,6666.666667,792,2686666.667,10000,33.33333333
t28,e,SR,AA,PC.VG.OD,1,4,6,6666.666667,750,2686666.667,10000,33.33333333
t28,f,SR,AA,PC.VG.OD,1,4,4,6666.666667,564,2686666.667,10000,33.33333333
t28,a,VG,AA,PC.SR.OD,1,4,70,6666.666667,450,2686666.667,10000,33.33333333
t28,b,VG,AA,PC.SR.OD,1,4,162,6666.666667,454,2686666.667,10000,33.33333333
t28,c,VG,AA,PC.SR.OD,1,4,98,6666.666667,689,2686666.667,10000,33.33333333
t28,d,VG,AA,PC.SR.OD,1,4,44,6666.666667,862,2686666.667,10000,33.33333333
t28,e,VG,AA,PC.SR.OD,1,4,70,6666.666667,686,2686666.667,10000,33.33333333
t28,f,VG,AA,PC.SR.OD,1,4,50,6666.666667,518,2686666.667,10000,33.33333333
t28,a,OD,AA,PC.SR.VG,1,4,226,6666.666667,294,2686666.667,10000,33.33333333
t28,b,OD,AA,PC.SR.VG,1,4,204,6666.666667,412,2686666.667,10000,33.33333333
t28,c,OD,AA,PC.SR.VG,1,4,172,6666.666667,614,2686666.667,10000,33.33333333
t28,d,OD,AA,PC.SR.VG,1,4,238,6666.666667,668,2686666.667,10000,33.33333333
t28,e,OD,AA,PC.SR.VG,1,4,228,6666.666667,528,2686666.667,10000,33.33333333
t28,f,OD,AA,PC.SR.VG,1,4,242,6666.666667,326,2686666.667,10000,33.33333333
t29,a,PC,VG,SR.AA.OD,1,4,36,6666.666667,382,2686666.667,10000,33.33333333
t29,b,PC,VG,SR.AA.OD,1,4,48,6666.666667,306,2686666.667,10000,33.33333333
t29,c,PC,VG,SR.AA.OD,1,4,62,6666.666667,254,2686666.667,10000,33.33333333
t29,d,PC,VG,SR.AA.OD,1,4,32,6666.666667,306,2686666.667,10000,33.33333333
t29,e,PC,VG,SR.AA.OD,1,4,22,6666.666667,468,2686666.667,10000,33.33333333
t29,f,PC,VG,SR.AA.OD,1,4,18,6666.666667,462,2686666.667,10000,33.33333333
t29,a,SR,VG,PC.AA.OD,1,4,12,6666.666667,406,2686666.667,10000,33.33333333
t29,b,SR,VG,PC.AA.OD,1,4,44,6666.666667,310,2686666.667,10000,33.33333333
t29,c,SR,VG,PC.AA.OD,1,4,64,6666.666667,252,2686666.667,10000,33.33333333
t29,d,SR,VG,PC.AA.OD,1,4,40,6666.666667,298,2686666.667,10000,33.33333333
t29,e,SR,VG,PC.AA.OD,1,4,28,6666.666667,462,2686666.667,10000,33.33333333
t29,f,SR,VG,PC.AA.OD,1,4,186,6666.666667,294,2686666.667,10000,33.33333333
t29,a,AA,VG,PC.SR.OD,1,4,134,6666.666667,284,2686666.667,10000,33.33333333
t29,b,AA,VG,PC.SR.OD,1,4,8,6666.666667,346,2686666.667,10000,33.33333333
t29,c,AA,VG,PC.SR.OD,1,4,4,6666.666667,312,2686666.667,10000,33.33333333
t29,d,AA,VG,PC.SR.OD,1,4,2,6666.666667,336,2686666.667,10000,33.33333333
t29,e,AA,VG,PC.SR.OD,1,4,6,6666.666667,484,2686666.667,10000,33.33333333
t29,f,AA,VG,PC.SR.OD,1,4,2,6666.666667,478,2686666.667,10000,33.33333333
t29,a,OD,VG,PC.SR.AA,1,4,160,6666.666667,258,2686666.667,10000,33.33333333
t29,b,OD,VG,PC.SR.AA,1,4,174,6666.666667,180,2686666.667,10000,33.33333333
t29,c,OD,VG,PC.SR.AA,1,4,104,6666.666667,212,2686666.667,10000,33.33333333
t29,d,OD,VG,PC.SR.AA,1,4,150,6666.666667,188,2686666.667,10000,33.33333333
t29,e,OD,VG,PC.SR.AA,1,4,188,6666.666667,302,2686666.667,10000,33.33333333
t29,f,OD,VG,PC.SR.AA,1,4,174,6666.666667,306,2686666.667,10000,33.33333333
t30,a,PC,OD,SR.AA.VG,1,4,34,6666.666667,632,2686666.667,10000,33.33333333
t30,b,PC,OD,SR.AA.VG,1,4,28,6666.666667,576,2686666.667,10000,33.33333333
t30,c,PC,OD,SR.AA.VG,1,4,9,6666.666667,434,2686666.667,10000,33.33333333
t30,d,PC,OD,SR.AA.VG,1,4,22,6666.666667,337,2686666.667,10000,33.33333333
t30,e,PC,OD,SR.AA.VG,1,4,70,6666.666667,501,2686666.667,10000,33.33333333
t30,f,PC,OD,SR.AA.VG,1,4,16,6666.666667,400,2686666.667,10000,33.33333333
t30,a,SR,OD,PC.AA.VG,1,4,32,6666.666667,634,2686666.667,10000,33.33333333
t30,b,SR,OD,PC.AA.VG,1,4,60,6666.666667,544,2686666.667,10000,33.33333333
t30,c,SR,OD,PC.AA.VG,1,4,0,6666.666667,443,2686666.667,10000,33.33333333
t30,d,SR,OD,PC.AA.VG,1,4,0,6666.666667,359,2686666.667,10000,33.33333333
t30,e,SR,OD,PC.AA.VG,1,4,2,6666.666667,569,2686666.667,10000,33.33333333
t30,f,SR,OD,PC.AA.VG,1,4,0,6666.666667,416,2686666.667,10000,33.33333333
t30,a,AA,OD,PC.SR.VG,1,4,10,6666.666667,656,2686666.667,10000,33.33333333
t30,b,AA,OD,PC.SR.VG,1,4,22,6666.666667,582,2686666.667,10000,33.33333333
t30,c,AA,OD,PC.SR.VG,1,4,20,6666.666667,423,2686666.667,10000,33.33333333
t30,d,AA,OD,PC.SR.VG,1,4,1,6666.666667,358,2686666.667,10000,33.33333333
t30,e,AA,OD,PC.SR.VG,1,4,1,6666.666667,570,2686666.667,10000,33.33333333
t30,f,AA,OD,PC.SR.VG,1,4,4,6666.666667,412,2686666.667,10000,33.33333333
t30,a,VG,OD,PC.SR.AA,1,4,96,6666.666667,570,2686666.667,10000,33.33333333
t30,b,VG,OD,PC.SR.AA,1,4,178,6666.666667,426,2686666.667,10000,33.33333333
t30,c,VG,OD,PC.SR.AA,1,4,76,6666.666667,367,2686666.667,10000,33.33333333
t30,d,VG,OD,PC.SR.AA,1,4,60,6666.666667,299,2686666.667,10000,33.33333333
t30,e,VG,OD,PC.SR.AA,1,4,162,6666.666667,409,2686666.667,10000,33.33333333
t30,f,VG,OD,PC.SR.AA,1,4,48,6666.666667,348,2686666.667,10000,33.33333333
